0.001	0.00667157	0.015385
0.00102329	0.0066738	0.015387
0.00104713	0.00667609	0.015389
0.00107152	0.00667843	0.0153911
0.00109648	0.00668082	0.0153932
0.00112202	0.00668327	0.0153953
0.00114815	0.00668578	0.0153976
0.0011749	0.00668835	0.0153998
0.00120226	0.00669097	0.0154022
0.00123027	0.00669366	0.0154046
0.00125893	0.00669641	0.015407
0.00128825	0.00669922	0.0154095
0.00131826	0.0067021	0.015412
0.00134896	0.00670505	0.0154146
0.00138038	0.00670806	0.0154173
0.00141254	0.00671115	0.0154201
0.00144544	0.0067143	0.0154229
0.00147911	0.00671753	0.0154257
0.00151356	0.00672084	0.0154287
0.00154882	0.00672422	0.0154317
0.00158489	0.00672768	0.0154347
0.00162181	0.00673122	0.0154379
0.00165959	0.00673484	0.0154411
0.00169824	0.00673855	0.0154444
0.0017378	0.00674235	0.0154477
0.00177828	0.00674623	0.0154512
0.0018197	0.0067502	0.0154547
0.00186209	0.00675427	0.0154583
0.00190546	0.00675843	0.015462
0.00194984	0.00676268	0.0154658
0.00199526	0.00676704	0.0154697
0.00204174	0.0067715	0.0154736
0.0020893	0.00677606	0.0154777
0.00213796	0.00678072	0.0154818
0.00218776	0.0067855	0.015486
0.00223872	0.00679038	0.0154904
0.00229087	0.00679538	0.0154948
0.00234423	0.0068005	0.0154994
0.00239883	0.00680573	0.015504
0.00245471	0.00681109	0.0155088
0.00251189	0.00681657	0.0155137
0.0025704	0.00682218	0.0155186
0.00263027	0.00682792	0.0155237
0.00269153	0.00683379	0.015529
0.00275423	0.0068398	0.0155343
0.00281838	0.00684595	0.0155398
0.00288403	0.00685224	0.0155454
0.00295121	0.00685868	0.0155511
0.00301995	0.00686527	0.015557
0.0030903	0.00687201	0.015563
0.00316228	0.00687891	0.0155691
0.00323594	0.00688597	0.0155754
0.00331131	0.00689319	0.0155818
0.00338844	0.00690058	0.0155884
0.00346737	0.00690814	0.0155951
0.00354813	0.00691588	0.015602
0.00363078	0.0069238	0.0156091
0.00371535	0.0069319	0.0156163
0.00380189	0.00694019	0.0156237
0.00389045	0.00694867	0.0156312
0.00398107	0.00695735	0.015639
0.0040738	0.00696623	0.0156469
0.00416869	0.00697532	0.015655
0.0042658	0.00698462	0.0156633
0.00436516	0.00699413	0.0156718
0.00446684	0.00700386	0.0156804
0.00457088	0.00701383	0.0156893
0.00467735	0.00702402	0.0156984
0.0047863	0.00703445	0.0157077
0.00489779	0.00704512	0.0157173
0.00501187	0.00705604	0.015727
0.00512861	0.00706721	0.015737
0.00524807	0.00707864	0.0157472
0.00537032	0.00709034	0.0157577
0.00549541	0.00710231	0.0157684
0.00562341	0.00711456	0.0157793
0.0057544	0.00712709	0.0157905
0.00588844	0.00713991	0.015802
0.0060256	0.00715303	0.0158137
0.00616595	0.00716645	0.0158258
0.00630957	0.00718019	0.0158381
0.00645654	0.00719424	0.0158506
0.00660693	0.00720862	0.0158635
0.00676083	0.00722334	0.0158767
0.00691831	0.00723839	0.0158902
0.00707946	0.00725379	0.015904
0.00724436	0.00726955	0.0159182
0.0074131	0.00728568	0.0159326
0.00758578	0.00730218	0.0159475
0.00776247	0.00731906	0.0159626
0.00794328	0.00733634	0.0159781
0.00812831	0.00735401	0.015994
0.00831764	0.00737209	0.0160103
0.00851138	0.00739059	0.0160269
0.00870964	0.00740952	0.0160439
0.00891251	0.00742889	0.0160614
0.00912011	0.00744871	0.0160792
0.00933254	0.00746898	0.0160975
0.00954993	0.00748973	0.0161162
0.00977237	0.00751095	0.0161353
0.01	0.00753267	0.0161549
0.0102329	0.00755489	0.016175
0.0104713	0.00757762	0.0161955
0.0107152	0.00760088	0.0162165
0.0109648	0.00762468	0.016238
0.0112202	0.00764902	0.01626
0.0114815	0.00767393	0.0162826
0.011749	0.00769942	0.0163056
0.0120226	0.00772549	0.0163293
0.0123027	0.00775217	0.0163534
0.0125893	0.00777946	0.0163782
0.0128825	0.00780738	0.0164035
0.0131826	0.00783595	0.0164295
0.0134896	0.00786517	0.016456
0.0138038	0.00789507	0.0164832
0.0141254	0.00792566	0.016511
0.0144544	0.00795696	0.0165395
0.0147911	0.00798898	0.0165687
0.0151356	0.00802173	0.0165985
